stars,text,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_final,polarity_score,polarity
5,"Merasa excited dan ""wow"" nemu terminal cakep begini wkwk. Dr luar udah ngerasa ""kok bagus ada arena bermainnya"". Pas masuk, wow wkwkw. Luas sekali.

Di depan gedung utama ada bbrp bapak yg nanyain, ""mau kemana mba?"". Pas kita jawab, bapaknya langsung ngarahin, ""beli tiketnya ini masuk lalu ke kiri, konter nomer sekian mba"". Baik sih, tak pikir calo tiket 😅🙏

Masuk gedung, rasa adem. Tempatnya juga bersih. Fasilitas memadai. Konter tiket rapi, ga bikin bingung pengunjung dan calon penumpang. Pas udah beli tiket, tanya ke bapaknya, ""ini bus nya sebelah mana pak?"", eeh sama bapaknya diantar sampe ke bus. Luar biasaa. Jadi ga kapok kalo pergi sendiri 😆😆😆 kalo cape, ada bangku utk duduk di depan konter tiket.

Kurangnya sih, kok pas saya ke sana skitar pukul 08.30, konter tiket yg jaga hanya ada 2 orang dari belasan konter. Apa itu masih terlalu pagi atau memang kosong? Hehee. Trus katanya lantai 2 masih kosong. Tapi memang untuk terminal besar, suasananya masih sangat sepi. Ga banyak pengunjung atau calon penumpang di jam yang bukan lagi sangat pagi. Itu udah menuju siang sih.

Menuju ke terminal di dalam dr lobi utama, ada ruang tunggu yg luas, tertutup, bangku banyak. Suasana jg ga panas. Ada warung juga di dalam utk bisa kita beli camilan.

Pas masuk dr gerbang utama td, kok kayaknya masuknya jauh, ternyata memang seluas itu ekwk. Tapi ternyata ga gerah karena sekitarnya pohon rindang. Mungkin kalo malam hari bakal sedikit horor juga kali ya? Ya tapi kalo penerangan cukup sih akan eksotis dan indah hihiw.

Ini terminal bus paling bagus, bersih, dan rapi selama saya pernah mengunjungi terminal yg lain. Semoga ke depannya semakin maju 👌",Merasa excited dan wow nemu terminal cakep begini wkwk Dr luar udah ngerasa kok bagus ada arena bermainnya Pas masuk wow wkwkw Luas sekali  Di depan gedung utama ada bbrp bapak yg nanyain mau kemana mba Pas kita jawab bapaknya langsung ngarahin beli tiketnya ini masuk lalu ke kiri konter nomer sekian mba Baik sih tak pikir calo tiket   Masuk gedung rasa adem Tempatnya juga bersih Fasilitas memadai Konter tiket rapi ga bikin bingung pengunjung dan calon penumpang Pas udah beli tiket tanya ke bapaknya ini bus nya sebelah mana pak eeh sama bapaknya diantar sampe ke bus Luar biasaa Jadi ga kapok kalo pergi sendiri  kalo cape ada bangku utk duduk di depan konter tiket  Kurangnya sih kok pas saya ke sana skitar pukul  konter tiket yg jaga hanya ada  orang dari belasan konter Apa itu masih terlalu pagi atau memang kosong Hehee Trus katanya lantai  masih kosong Tapi memang untuk terminal besar suasananya masih sangat sepi Ga banyak pengunjung atau calon penumpang di jam yang bukan lagi sangat pagi Itu udah menuju siang sih  Menuju ke terminal di dalam dr lobi utama ada ruang tunggu yg luas tertutup bangku banyak Suasana jg ga panas Ada warung juga di dalam utk bisa kita beli camilan  Pas masuk dr gerbang utama td kok kayaknya masuknya jauh ternyata memang seluas itu ekwk Tapi ternyata ga gerah karena sekitarnya pohon rindang Mungkin kalo malam hari bakal sedikit horor juga kali ya Ya tapi kalo penerangan cukup sih akan eksotis dan indah hihiw  Ini terminal bus paling bagus bersih dan rapi selama saya pernah mengunjungi terminal yg lain Semoga ke depannya semakin maju,merasa excited dan wow nemu terminal cakep begini wkwk dr luar udah ngerasa kok bagus ada arena bermainnya pas masuk wow wkwkw luas sekali  di depan gedung utama ada bbrp bapak yg nanyain mau kemana mba pas kita jawab bapaknya langsung ngarahin beli tiketnya ini masuk lalu ke kiri konter nomer sekian mba baik sih tak pikir calo tiket   masuk gedung rasa adem tempatnya juga bersih fasilitas memadai konter tiket rapi ga bikin bingung pengunjung dan calon penumpang pas udah beli tiket tanya ke bapaknya ini bus nya sebelah mana pak eeh sama bapaknya diantar sampe ke bus luar biasaa jadi ga kapok kalo pergi sendiri  kalo cape ada bangku utk duduk di depan konter tiket  kurangnya sih kok pas saya ke sana skitar pukul  konter tiket yg jaga hanya ada  orang dari belasan konter apa itu masih terlalu pagi atau memang kosong hehee trus katanya lantai  masih kosong tapi memang untuk terminal besar suasananya masih sangat sepi ga banyak pengunjung atau calon penumpang di jam yang bukan lagi sangat pagi itu udah menuju siang sih  menuju ke terminal di dalam dr lobi utama ada ruang tunggu yg luas tertutup bangku banyak suasana jg ga panas ada warung juga di dalam utk bisa kita beli camilan  pas masuk dr gerbang utama td kok kayaknya masuknya jauh ternyata memang seluas itu ekwk tapi ternyata ga gerah karena sekitarnya pohon rindang mungkin kalo malam hari bakal sedikit horor juga kali ya ya tapi kalo penerangan cukup sih akan eksotis dan indah hihiw  ini terminal bus paling bagus bersih dan rapi selama saya pernah mengunjungi terminal yg lain semoga ke depannya semakin maju,merasa excited dan wow nemu terminal cakep begini wkwk dari luar sudah merasa kok bagus ada arena bermainnya  ketika masuk wow wkwkw luas sekali di depan gedung utama ada beberapa bapak yang nanyain mau kemana mbak  ketika kita jawab bapaknya langsung ngarahin beli tiketnya ini masuk lalu ke kiri konter nomer sekian mbak baik sih tak pikir calo tiket masuk gedung rasa adem tempatnya juga bersih fasilitas memadai konter tiket rapi enggak bikin bingung pengunjung dan calon penumpang  ketika sudah beli tiket tanya ke bapaknya ini bus nya sebelah mana pak eeh sama bapaknya diantar sampai ke bus luar biasa jadi enggak kapok kalo pergi sendiri kalo capek ada bangku untuk duduk di depan konter tiket kurangnya sih kok  ketika saya ke sana sekitar pukul konter tiket yang jaga hanya ada orang dari belasan konter apa itu masih terlalu pagi atau memang habis hehee terus katanya lantai masih habis tapi memang untuk terminal besar suasananya masih sangat sepi enggak banyak pengunjung atau calon penumpang di jam yang bukan lagi sangat pagi itu sudah menuju siang sih menuju ke terminal di dalam dari lobi utama ada ruang tunggu yang luas tertutup bangku banyak suasana juga enggak panas ada warung juga di dalam untuk bisa kita beli camilan  ketika masuk dari gerbang utama tadi kok kayaknya masuknya jauh ternyata memang seluas itu ekwk tapi ternyata enggak gerah karena sekitarnya pohon rindang mungkin kalo malam hari bakal sedikit horor juga kali ya ya tapi kalo penerangan cukup sih akan eksotis dan indah hihiw ini terminal bus paling bagus bersih dan rapi selama saya pernah mengunjungi terminal yang lain semoga ke depannya semakin maju,"['merasa', 'excited', 'dan', 'wow', 'nemu', 'terminal', 'cakep', 'begini', 'wkwk', 'dari', 'luar', 'sudah', 'merasa', 'kok', 'bagus', 'ada', 'arena', 'bermainnya', 'ketika', 'masuk', 'wow', 'wkwkw', 'luas', 'sekali', 'di', 'depan', 'gedung', 'utama', 'ada', 'beberapa', 'bapak', 'yang', 'nanyain', 'mau', 'kemana', 'mbak', 'ketika', 'kita', 'jawab', 'bapaknya', 'langsung', 'ngarahin', 'beli', 'tiketnya', 'ini', 'masuk', 'lalu', 'ke', 'kiri', 'konter', 'nomer', 'sekian', 'mbak', 'baik', 'sih', 'tak', 'pikir', 'calo', 'tiket', 'masuk', 'gedung', 'rasa', 'adem', 'tempatnya', 'juga', 'bersih', 'fasilitas', 'memadai', 'konter', 'tiket', 'rapi', 'enggak', 'bikin', 'bingung', 'pengunjung', 'dan', 'calon', 'penumpang', 'ketika', 'sudah', 'beli', 'tiket', 'tanya', 'ke', 'bapaknya', 'ini', 'bus', 'nya', 'sebelah', 'mana', 'pak', 'eeh', 'sama', 'bapaknya', 'diantar', 'sampai', 'ke', 'bus', 'luar', 'biasa', 'jadi', 'enggak', 'kapok', 'kalo', 'pergi', 'sendiri', 'kalo', 'capek', 'ada', 'bangku', 'untuk', 'duduk', 'di', 'depan', 'konter', 'tiket', 'kurangnya', 'sih', 'kok', 'ketika', 'saya', 'ke', 'sana', 'sekitar', 'pukul', 'konter', 'tiket', 'yang', 'jaga', 'hanya', 'ada', 'orang', 'dari', 'belasan', 'konter', 'apa', 'itu', 'masih', 'terlalu', 'pagi', 'atau', 'memang', 'habis', 'hehee', 'terus', 'katanya', 'lantai', 'masih', 'habis', 'tapi', 'memang', 'untuk', 'terminal', 'besar', 'suasananya', 'masih', 'sangat', 'sepi', 'enggak', 'banyak', 'pengunjung', 'atau', 'calon', 'penumpang', 'di', 'jam', 'yang', 'bukan', 'lagi', 'sangat', 'pagi', 'itu', 'sudah', 'menuju', 'siang', 'sih', 'menuju', 'ke', 'terminal', 'di', 'dalam', 'dari', 'lobi', 'utama', 'ada', 'ruang', 'tunggu', 'yang', 'luas', 'tertutup', 'bangku', 'banyak', 'suasana', 'juga', 'enggak', 'panas', 'ada', 'warung', 'juga', 'di', 'dalam', 'untuk', 'bisa', 'kita', 'beli', 'camilan', 'ketika', 'masuk', 'dari', 'gerbang', 'utama', 'tadi', 'kok', 'kayaknya', 'masuknya', 'jauh', 'ternyata', 'memang', 'seluas', 'itu', 'ekwk', 'tapi', 'ternyata', 'enggak', 'gerah', 'karena', 'sekitarnya', 'pohon', 'rindang', 'mungkin', 'kalo', 'malam', 'hari', 'bakal', 'sedikit', 'horor', 'juga', 'kali', 'ya', 'ya', 'tapi', 'kalo', 'penerangan', 'cukup', 'sih', 'akan', 'eksotis', 'dan', 'indah', 'hihiw', 'ini', 'terminal', 'bus', 'paling', 'bagus', 'bersih', 'dan', 'rapi', 'selama', 'saya', 'pernah', 'mengunjungi', 'terminal', 'yang', 'lain', 'semoga', 'ke', 'depannya', 'semakin', 'maju']","['excited', 'wow', 'nemu', 'terminal', 'cakep', 'wkwk', 'bagus', 'arena', 'bermainnya', 'masuk', 'wow', 'wkwkw', 'luas', 'gedung', 'utama', 'nanyain', 'kemana', 'mbak', 'bapaknya', 'langsung', 'ngarahin', 'beli', 'tiketnya', 'masuk', 'kiri', 'konter', 'nomer', 'sekian', 'mbak', 'tak', 'pikir', 'calo', 'tiket', 'masuk', 'gedung', 'adem', 'tempatnya', 'bersih', 'fasilitas', 'memadai', 'konter', 'tiket', 'rapi', 'bikin', 'bingung', 'pengunjung', 'calon', 'penumpang', 'beli', 'tiket', 'bapaknya', 'bus', 'sebelah', 'eeh', 'bapaknya', 'diantar', 'bus', 'kapok', 'kalo', 'pergi', 'kalo', 'capek', 'bangku', 'duduk', 'konter', 'tiket', 'kurangnya', 'konter', 'tiket', 'jaga', 'orang', 'belasan', 'konter', 'pagi', 'habis', 'hehee', 'lantai', 'habis', 'terminal', 'suasananya', 'sepi', 'pengunjung', 'calon', 'penumpang', 'jam', 'pagi', 'siang', 'terminal', 'lobi', 'utama', 'ruang', 'tunggu', 'luas', 'tertutup', 'bangku', 'suasana', 'panas', 'warung', 'beli', 'camilan', 'masuk', 'gerbang', 'utama', 'kayaknya', 'masuknya', 'seluas', 'ekwk', 'gerah', 'pohon', 'rindang', 'kalo', 'malam', 'horor', 'kali', 'kalo', 'penerangan', 'eksotis', 'indah', 'hihiw', 'terminal', 'bus', 'bagus', 'bersih', 'rapi', 'mengunjungi', 'terminal', 'semoga', 'depannya', 'maju']",excited wow nemu terminal cakep wkwk bagus arena bermainnya masuk wow wkwkw luas gedung utama nanyain kemana mbak bapaknya langsung ngarahin beli tiketnya masuk kiri konter nomer sekian mbak tak pikir calo tiket masuk gedung adem tempatnya bersih fasilitas memadai konter tiket rapi bikin bingung pengunjung calon penumpang beli tiket bapaknya bus sebelah eeh bapaknya diantar bus kapok kalo pergi kalo capek bangku duduk konter tiket kurangnya konter tiket jaga orang belasan konter pagi habis hehee lantai habis terminal suasananya sepi pengunjung calon penumpang jam pagi siang terminal lobi utama ruang tunggu luas tertutup bangku suasana panas warung beli camilan masuk gerbang utama kayaknya masuknya seluas ekwk gerah pohon rindang kalo malam horor kali kalo penerangan eksotis indah hihiw terminal bus bagus bersih rapi mengunjungi terminal semoga depannya maju,-65,negative
5,warung nasi sederhana..legend.,warung nasi sederhanalegend,warung nasi sederhanalegend,warung nasi sederhanalegend,"['warung', 'nasi', 'sederhanalegend']","['warung', 'nasi', 'sederhanalegend']",warung nasi sederhanalegend,2,positive
5,"tempatnya luas,tertata rapi,bersih dan nyaman",tempatnya luastertata rapibersih dan nyaman,tempatnya luastertata rapibersih dan nyaman,tempatnya luastertata rapibersih dan nyaman,"['tempatnya', 'luastertata', 'rapibersih', 'dan', 'nyaman']","['tempatnya', 'luastertata', 'rapibersih', 'nyaman']",tempatnya luastertata rapibersih nyaman,4,positive
5,Tempatnya bagus bersih,Tempatnya bagus bersih,tempatnya bagus bersih,tempatnya bagus bersih,"['tempatnya', 'bagus', 'bersih']","['tempatnya', 'bagus', 'bersih']",tempatnya bagus bersih,2,positive
5,Toilet kurang bersih......,Toilet kurang bersih,toilet kurang bersih,toilet kurang bersih,"['toilet', 'kurang', 'bersih']","['toilet', 'bersih']",toilet bersih,0,neutral
5,Sekarang lebih bersih dan tertata. Pertahankan ya...,Sekarang lebih bersih dan tertata Pertahankan ya,sekarang lebih bersih dan tertata pertahankan ya,sekarang lebih bersih dan tertata pertahankan ya,"['sekarang', 'lebih', 'bersih', 'dan', 'tertata', 'pertahankan', 'ya']","['bersih', 'tertata', 'pertahankan']",bersih tertata pertahankan,0,neutral
5,Kerennnn,Kerennnn,kerennnn,keren,['keren'],['keren'],keren,0,neutral
5,Luas nyaman dan bersih,Luas nyaman dan bersih,luas nyaman dan bersih,luas nyaman dan bersih,"['luas', 'nyaman', 'dan', 'bersih']","['luas', 'nyaman', 'bersih']",luas nyaman bersih,7,positive
5,"Terminalnya bagus, selain itu juga terdapat tempat bermain untuk anak-anaknnya",Terminalnya bagus selain itu juga terdapat tempat bermain untuk anakanaknnya,terminalnya bagus selain itu juga terdapat tempat bermain untuk anakanaknnya,terminalnya bagus selain itu juga terdapat tempat bermain untuk anakanaknnya,"['terminalnya', 'bagus', 'selain', 'itu', 'juga', 'terdapat', 'tempat', 'bermain', 'untuk', 'anakanaknnya']","['terminalnya', 'bagus', 'bermain', 'anakanaknnya']",terminalnya bagus bermain anakanaknnya,2,positive
5,"Cukup Bersih, rapih, tertib",Cukup Bersih rapih tertib,cukup bersih rapih tertib,cukup bersih rapi tertib,"['cukup', 'bersih', 'rapi', 'tertib']","['bersih', 'rapi', 'tertib']",bersih rapi tertib,3,positive
4,Mesjidnya terlalu jauh .. sulit diakses..,Mesjidnya terlalu jauh  sulit diakses,mesjidnya terlalu jauh  sulit diakses,mesjidnya terlalu jauh sulit diakses,"['mesjidnya', 'terlalu', 'jauh', 'sulit', 'diakses']","['mesjidnya', 'sulit', 'diakses']",mesjidnya sulit diakses,0,neutral
5,Ok,Ok,ok,ok,['ok'],['ok'],ok,4,positive
5,waktu itu ada ibu² mau ke Ajibarang naik trans jateng,waktu itu ada ibu² mau ke Ajibarang naik trans jateng,waktu itu ada ibu² mau ke ajibarang naik trans jateng,waktu itu ada ibu² mau ke ajibarang naik trans jateng,"['waktu', 'itu', 'ada', 'ibu²', 'mau', 'ke', 'ajibarang', 'naik', 'trans', 'jateng']","['ibu²', 'ajibarang', 'trans', 'jateng']",ibu² ajibarang trans jateng,0,neutral
5,"Pelayanan dan fasilitas kini semakin bagus, banyak tempat sedang di perbaiki, namun masih banyak maraknya para calo yang meresahkan penumpang yang mana karna calo tsb penumpang harus merogoh kocek lebih daripada umumnya.
Harga transportasi kini kian naik karna sepinya penumpang dan ekonomi dunia.
Dan yang terakhir masih banyak dijumpai di bus akdp para preman yang gagah berani melakukan aksi pungli.",Pelayanan dan fasilitas kini semakin bagus banyak tempat sedang di perbaiki namun masih banyak maraknya para calo yang meresahkan penumpang yang mana karna calo tsb penumpang harus merogoh kocek lebih daripada umumnya Harga transportasi kini kian naik karna sepinya penumpang dan ekonomi dunia Dan yang terakhir masih banyak dijumpai di bus akdp para preman yang gagah berani melakukan aksi pungli,pelayanan dan fasilitas kini semakin bagus banyak tempat sedang di perbaiki namun masih banyak maraknya para calo yang meresahkan penumpang yang mana karna calo tsb penumpang harus merogoh kocek lebih daripada umumnya harga transportasi kini kian naik karna sepinya penumpang dan ekonomi dunia dan yang terakhir masih banyak dijumpai di bus akdp para preman yang gagah berani melakukan aksi pungli,pelayanan dan fasilitas kini semakin bagus banyak tempat sedang di perbaiki namun masih banyak maraknya para calo yang meresahkan penumpang yang mana karena calo tersebut penumpang harus merogoh kocek lebih daripada umumnya harga transportasi kini kian naik karena sepinya penumpang dan ekonomi dunia dan yang terakhir masih banyak dijumpai di bus akdp para preman yang gagah berani melakukan aksi pungli,"['pelayanan', 'dan', 'fasilitas', 'kini', 'semakin', 'bagus', 'banyak', 'tempat', 'sedang', 'di', 'perbaiki', 'namun', 'masih', 'banyak', 'maraknya', 'para', 'calo', 'yang', 'meresahkan', 'penumpang', 'yang', 'mana', 'karena', 'calo', 'tersebut', 'penumpang', 'harus', 'merogoh', 'kocek', 'lebih', 'daripada', 'umumnya', 'harga', 'transportasi', 'kini', 'kian', 'naik', 'karena', 'sepinya', 'penumpang', 'dan', 'ekonomi', 'dunia', 'dan', 'yang', 'terakhir', 'masih', 'banyak', 'dijumpai', 'di', 'bus', 'akdp', 'para', 'preman', 'yang', 'gagah', 'berani', 'melakukan', 'aksi', 'pungli']","['pelayanan', 'fasilitas', 'bagus', 'perbaiki', 'maraknya', 'calo', 'meresahkan', 'penumpang', 'calo', 'penumpang', 'merogoh', 'kocek', 'harga', 'transportasi', 'kian', 'sepinya', 'penumpang', 'ekonomi', 'dunia', 'dijumpai', 'bus', 'akdp', 'preman', 'gagah', 'berani', 'aksi', 'pungli']",pelayanan fasilitas bagus perbaiki maraknya calo meresahkan penumpang calo penumpang merogoh kocek harga transportasi kian sepinya penumpang ekonomi dunia dijumpai bus akdp preman gagah berani aksi pungli,-8,negative
4,Termibal bus akap dan aldp..jg angkutan dlm kota yg bagus..luas..ada taman bermain bwt santai sejenak,Termibal bus akap dan aldpjg angkutan dlm kota yg bagusluasada taman bermain bwt santai sejenak,termibal bus akap dan aldpjg angkutan dlm kota yg bagusluasada taman bermain bwt santai sejenak,termibal bus akap dan aldpjg angkutan dalam kota yang bagusluasada taman bermain buat santai sejenak,"['termibal', 'bus', 'akap', 'dan', 'aldpjg', 'angkutan', 'dalam', 'kota', 'yang', 'bagusluasada', 'taman', 'bermain', 'buat', 'santai', 'sejenak']","['termibal', 'bus', 'akap', 'aldpjg', 'angkutan', 'kota', 'bagusluasada', 'taman', 'bermain', 'santai']",termibal bus akap aldpjg angkutan kota bagusluasada taman bermain santai,2,positive
5,Luas,Luas,luas,luas,['luas'],['luas'],luas,3,positive
5,"Ruang tunggu yang nyaman, Kamar mandi dan Musholla bersih. Mantapp",Ruang tunggu yang nyaman Kamar mandi dan Musholla bersih Mantapp,ruang tunggu yang nyaman kamar mandi dan musholla bersih mantapp,ruang tunggu yang nyaman kamar mandi dan musholla bersih mantap,"['ruang', 'tunggu', 'yang', 'nyaman', 'kamar', 'mandi', 'dan', 'musholla', 'bersih', 'mantap']","['ruang', 'tunggu', 'nyaman', 'kamar', 'mandi', 'musholla', 'bersih', 'mantap']",ruang tunggu nyaman kamar mandi musholla bersih mantap,5,positive
4,Bersih nyaman...,Bersih nyaman,bersih nyaman,bersih nyaman,"['bersih', 'nyaman']","['bersih', 'nyaman']",bersih nyaman,4,positive
5,"Udah bagus
Bersih.
Yang kurang cuma fasilitas ATM nya enggak ada",Udah bagus Bersih Yang kurang cuma fasilitas ATM nya enggak ada,udah bagus bersih yang kurang cuma fasilitas atm nya enggak ada,sudah bagus bersih yang kurang cuma fasilitas atm nya enggak ada,"['sudah', 'bagus', 'bersih', 'yang', 'kurang', 'cuma', 'fasilitas', 'atm', 'nya', 'enggak', 'ada']","['bagus', 'bersih', 'fasilitas', 'atm']",bagus bersih fasilitas atm,0,neutral
5,Bagus,Bagus,bagus,bagus,['bagus'],['bagus'],bagus,2,positive
5,Sepi penumpang,Sepi penumpang,sepi penumpang,sepi penumpang,"['sepi', 'penumpang']","['sepi', 'penumpang']",sepi penumpang,-6,negative
5,Bersih rapi nyaman pokonya bestie....saranku belilah dg menanyakan harga dulu utk minuman kemasan/kopi...,Bersih rapi nyaman pokonya bestiesaranku belilah dg menanyakan harga dulu utk minuman kemasankopi,bersih rapi nyaman pokonya bestiesaranku belilah dg menanyakan harga dulu utk minuman kemasankopi,bersih rapi nyaman pokoknya bestiesaranku belilah dengan menanyakan harga dulu untuk minuman kemasankopi,"['bersih', 'rapi', 'nyaman', 'pokoknya', 'bestiesaranku', 'belilah', 'dengan', 'menanyakan', 'harga', 'dulu', 'untuk', 'minuman', 'kemasankopi']","['bersih', 'rapi', 'nyaman', 'pokoknya', 'bestiesaranku', 'belilah', 'harga', 'minuman', 'kemasankopi']",bersih rapi nyaman pokoknya bestiesaranku belilah harga minuman kemasankopi,5,positive
5,Naik bus sugeng rahayu dari sby - pwt krunya ramah2 + komunikatif recom bus sby - pwt,Naik bus sugeng rahayu dari sby  pwt krunya ramah  komunikatif recom bus sby  pwt,naik bus sugeng rahayu dari sby  pwt krunya ramah  komunikatif recom bus sby  pwt,naik bus sugeng rahayu dari surabaya pwt krunya ramah komunikatif recom bus surabaya pwt,"['naik', 'bus', 'sugeng', 'rahayu', 'dari', 'surabaya', 'pwt', 'krunya', 'ramah', 'komunikatif', 'recom', 'bus', 'surabaya', 'pwt']","['bus', 'sugeng', 'rahayu', 'surabaya', 'pwt', 'krunya', 'ramah', 'komunikatif', 'recom', 'bus', 'surabaya', 'pwt']",bus sugeng rahayu surabaya pwt krunya ramah komunikatif recom bus surabaya pwt,4,positive
5,"Tempatnya luas dan nyaman. Ramai dan ramah. Fasilitas publik memadai, makanan dan minuman dan juga kedai oleh2 pun ada.",Tempatnya luas dan nyaman Ramai dan ramah Fasilitas publik memadai makanan dan minuman dan juga kedai oleh pun ada,tempatnya luas dan nyaman ramai dan ramah fasilitas publik memadai makanan dan minuman dan juga kedai oleh pun ada,tempatnya luas dan nyaman ramai dan ramah fasilitas publik memadai makanan dan minuman dan juga kedai oleh pun ada,"['tempatnya', 'luas', 'dan', 'nyaman', 'ramai', 'dan', 'ramah', 'fasilitas', 'publik', 'memadai', 'makanan', 'dan', 'minuman', 'dan', 'juga', 'kedai', 'oleh', 'pun', 'ada']","['tempatnya', 'luas', 'nyaman', 'ramai', 'ramah', 'fasilitas', 'publik', 'memadai', 'makanan', 'minuman', 'kedai']",tempatnya luas nyaman ramai ramah fasilitas publik memadai makanan minuman kedai,8,positive
5,"Pertama menginjakan kaki di terminal kamrin sepulang dr NTT.nyamp pwt jm 12 mlm sudh tdk ada bis arah bnjarnegra,mau2 tdk mau nginep d trminal.tp alhamdulillah aman,tukang ojek pun ramah2.jd jgn khawtr klu yg trpksa mw nginepnd trmnl pwkt,pasti aman.",Pertama menginjakan kaki di terminal kamrin sepulang dr NTTnyamp pwt jm  mlm sudh tdk ada bis arah bnjarnegramau tdk mau nginep d trminaltp alhamdulillah amantukang ojek pun ramahjd jgn khawtr klu yg trpksa mw nginepnd trmnl pwktpasti aman,pertama menginjakan kaki di terminal kamrin sepulang dr nttnyamp pwt jm  mlm sudh tdk ada bis arah bnjarnegramau tdk mau nginep d trminaltp alhamdulillah amantukang ojek pun ramahjd jgn khawtr klu yg trpksa mw nginepnd trmnl pwktpasti aman,pertama menginjakan kaki di terminal kamrin sepulang dari nttnyamp pwt jm malam sudah tidak ada bis arah bnjarnegramau tidak mau nginep di trminaltp alhamdulillah amantukang ojek pun ramahjd jangan khawtr kalau yang trpksa mau nginepnd trmnl pwktpasti aman,"['pertama', 'menginjakan', 'kaki', 'di', 'terminal', 'kamrin', 'sepulang', 'dari', 'nttnyamp', 'pwt', 'jm', 'malam', 'sudah', 'tidak', 'ada', 'bis', 'arah', 'bnjarnegramau', 'tidak', 'mau', 'nginep', 'di', 'trminaltp', 'alhamdulillah', 'amantukang', 'ojek', 'pun', 'ramahjd', 'jangan', 'khawtr', 'kalau', 'yang', 'trpksa', 'mau', 'nginepnd', 'trmnl', 'pwktpasti', 'aman']","['menginjakan', 'kaki', 'terminal', 'kamrin', 'sepulang', 'nttnyamp', 'pwt', 'jm', 'malam', 'tidak', 'bis', 'arah', 'bnjarnegramau', 'tidak', 'nginep', 'trminaltp', 'alhamdulillah', 'amantukang', 'ojek', 'ramahjd', 'khawtr', 'trpksa', 'nginepnd', 'trmnl', 'pwktpasti', 'aman']",menginjakan kaki terminal kamrin sepulang nttnyamp pwt jm malam tidak bis arah bnjarnegramau tidak nginep trminaltp alhamdulillah amantukang ojek ramahjd khawtr trpksa nginepnd trmnl pwktpasti aman,-12,negative
5,Mantap jos,Mantap jos,mantap jos,mantap jos,"['mantap', 'jos']","['mantap', 'jos']",mantap jos,5,positive
1,Sekarang terminalnya bagus ya.,Sekarang terminalnya bagus ya,sekarang terminalnya bagus ya,sekarang terminalnya bagus ya,"['sekarang', 'terminalnya', 'bagus', 'ya']","['terminalnya', 'bagus']",terminalnya bagus,2,positive
5,Perfecto,Perfecto,perfecto,perfecto,['perfecto'],['perfecto'],perfecto,0,neutral
5,Jauh lebih nyaman sekarang,Jauh lebih nyaman sekarang,jauh lebih nyaman sekarang,jauh lebih nyaman sekarang,"['jauh', 'lebih', 'nyaman', 'sekarang']",['nyaman'],nyaman,4,positive
5,Bersih,Bersih,bersih,bersih,['bersih'],['bersih'],bersih,0,neutral
5,Banyak perubahan positif...,Banyak perubahan positif,banyak perubahan positif,banyak perubahan positif,"['banyak', 'perubahan', 'positif']","['perubahan', 'positif']",perubahan positif,8,positive
5,Terminal bersih dan teratur,Terminal bersih dan teratur,terminal bersih dan teratur,terminal bersih dan teratur,"['terminal', 'bersih', 'dan', 'teratur']","['terminal', 'bersih', 'teratur']",terminal bersih teratur,-3,negative
5,Bersih Rapih Fasilitas Ruang Makan Istirahat Dan Toilet Juga Sangat Bersih,Bersih Rapih Fasilitas Ruang Makan Istirahat Dan Toilet Juga Sangat Bersih,bersih rapih fasilitas ruang makan istirahat dan toilet juga sangat bersih,bersih rapi fasilitas ruang makan istirahat dan toilet juga sangat bersih,"['bersih', 'rapi', 'fasilitas', 'ruang', 'makan', 'istirahat', 'dan', 'toilet', 'juga', 'sangat', 'bersih']","['bersih', 'rapi', 'fasilitas', 'ruang', 'makan', 'istirahat', 'toilet', 'bersih']",bersih rapi fasilitas ruang makan istirahat toilet bersih,-6,negative
